id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19537804,Lüks Daire,137235332,Daniela,,Bagcilar,41.05805,28.84283,Entire home/apt,225,1,0,,,1,364,0,
19541138,28th Floor Bed Sofa with excellent View,39407027,Farhan,,Esenyurt,41.01792,28.68119,Entire home/apt,515,1,1,2017-10-16,0.02,1,365,0,
19547711,New Suites Istanbul Lux Flats,47692011,Güneş,,Esenyurt,41.0027,28.69201,Entire home/apt,360,2,6,2021-09-18,0.15,12,352,2,
19548760,LUX SUITES AND FLATS IN ISTANBUL,47692011,Güneş,,Esenyurt,41.00281,28.6936,Entire home/apt,393,2,11,2021-11-03,0.28,12,360,2,
19557698,In the heart of Istanbul,3733486,Ebru,,Beyoglu,41.03211,28.97277,Entire home/apt,455,2,15,2020-11-02,0.44,1,361,0,
19559010,Small balcony under the tree on Beyoglu,21444246,Aron,,Beyoglu,41.03479,28.97509,Entire home/apt,175,6,1,2018-09-05,0.02,7,28,0,
19559597,LUX SUIT FLATS WITH SWIMMING POOL,47692011,Güneş,,Esenyurt,41.00937,28.65609,Entire home/apt,593,1,18,2021-11-16,0.34,12,353,2,
19585860,Spacious & comfortable house in the city center,15863875,Erdem,,Sisli,41.06587,29.01141,Entire home/apt,1084,2,7,2020-09-30,0.18,1,177,0,
19612923,HOTEL CONCEPT MY HOME RESIDENCE,47692011,Güneş,,Avcilar,40.99556,28.70592,Entire home/apt,758,1,1,2018-07-10,0.02,12,364,0,
19614423,HOTEL CONSEPT SUIT FLATS,47692011,Güneş,,Esenyurt,41.00296,28.69409,Hotel room,691,1,1,2019-02-13,0.03,12,363,0,
19623559,Mall of Istanbul,138031771,Mohammed,,Basaksehir,41.0637,28.80658,Entire home/apt,876,1,1,2017-08-24,0.02,1,178,0,
19632867,Emaar Square Studio Daire,28562723,Kerem,,Uskudar,41.00351,29.07135,Entire home/apt,750,30,0,,,1,361,0,
19644677,Burgazada Deniz Manzaralı,86250492,Ece,,Adalar,40.8832,29.06492,Entire home/apt,450,1,46,2021-12-17,0.84,2,177,8,
19647038,Dublex cosy flat in central Istanbul.,138290066,Sibel,,Sisli,41.05244,28.98212,Private room,250,1,1,2018-08-27,0.02,1,173,0,
19653176,"Very Central, Cosy Flat in Şişli İstanbul!",21535030,Önder Said,,Sisli,41.05504,28.98583,Entire home/apt,408,5,0,,,1,29,0,
19654187,COZY ROOMS İN ORTAKÖY/BEŞİKTAŞ,39109242,Can,,Besiktas,41.05357,29.02172,Private room,100,6,2,2017-07-29,0.04,1,364,0,
19655532,MODERN STUDIO FLATS IN LUX RESIDENCE,47692011,Güneş,,Avcilar,40.99423,28.71192,Entire home/apt,439,2,24,2021-11-03,0.54,12,345,4,
19655592,İstanbul Ortaköy,138294730,Mesut,,Besiktas,41.05297,29.02769,Private room,150,1,0,,,1,179,0,
19685688,2 minutes to Taksim Square Deluxe Apartment,6440444,Oytun,,Beyoglu,41.03829,28.9831,Entire home/apt,578,3,5,2021-04-07,0.31,11,363,1,
19686375,Apartment with city view in Beyoğlu 2,12510074,Irem,,Beyoglu,41.03082,28.97132,Entire home/apt,583,2,108,2021-12-13,2.00,18,349,10,
19747048,İstanbul,66847188,Derya,,Bahcelievler,40.99913,28.85446,Private room,309,1,0,,,1,365,0,
19764237,Room in residence flat free wifi pool gym garden,139479000,Direnc,,Sisli,41.05513,28.97977,Private room,328,1,0,,,2,0,0,
19774447,Cozy Greek Flat,29381780,Murat,,Beyoglu,41.02688,28.97788,Entire home/apt,632,3,66,2021-10-31,1.26,1,37,11,
19775165,"Arty, Central, Silent, Spacious Flat with Balcony!",139599827,Charlotte And Rich,,Beyoglu,41.03603,28.97413,Entire home/apt,816,5,83,2021-12-16,1.56,1,329,10,
19778989,H2M house,139634494,Melih,,Pendik,40.88557,29.26809,Private room,175,1,1,2019-10-20,0.04,1,180,0,
19779103,Tarihi Nişantaşı Apartman dairesi,139633233,Ercument,,Sisli,41.05162,28.98742,Entire home/apt,2077,2,13,2021-08-20,0.24,1,357,1,
19785503,Room for rent near to Bogazici University,20621211,Can,,Sariyer,41.08904,29.04505,Private room,20989,26,0,,,1,213,0,
19787625,best home suites,139707702,Hilal,,Fatih,41.00684,28.96883,Private room,933,1,1,2017-08-08,0.02,2,365,0,
19787670,Room in a historical building in Taksim,105235704,Selen,,Beyoglu,41.03223,28.97937,Private room,138,2,2,2019-08-24,0.04,4,1,0,
19795295,Köy evi,139800934,Salih,,Silivri,41.15657,28.16847,Private room,282,1,0,,,1,365,0,
19799922,104 / Modern and most secure 1+1 Flat,79988160,Sukru Kerim,,Sisli,41.11136,29.01523,Entire home/apt,917,7,42,2021-09-25,0.99,4,357,4,
19816905,Platine suite,140003574,Veysel,,Beyoglu,41.03514,28.98246,Private room,396,5,5,2018-06-04,0.11,1,347,0,
19819308,Galata Charm-2 w/ AC,5780153,Idil,,Beyoglu,41.02744,28.97452,Entire home/apt,1283,2,92,2021-12-15,1.70,4,351,13,
19824877,Self Catering Studio Apartment for rent erasmus+,106104378,Erasmus_biz,,Sisli,41.04641,28.98624,Entire home/apt,560,5,0,,,3,364,0,
19827680,Stylish residence flat free wifi pool gym garden,139479000,Direnc,,Sisli,41.05707,28.97879,Entire home/apt,648,1,0,,,2,44,0,
19833386,Terrace Guesthouse SUITE,140179501,Doğan,,Fatih,41.00534,28.97921,Hotel room,1018,1,2,2019-05-05,0.05,3,360,0,
19834069,Cozy Room in the Center of Kadikoy District,11335640,Eren,,Kadikoy,40.98328,29.02825,Private room,164,1,31,2021-07-09,0.83,1,56,3,
19839615,"1 BDRM IN MACKA NEAR NİŞANTAŞI, BEŞİKTAŞ, TAKSİM",140236517,Kerime,,Besiktas,41.04403,28.99745,Entire home/apt,505,2,8,2018-08-01,0.15,1,0,0,
19843891,FAÇİBA BUTİK OTEL ( 5 ODA ),63025123,Çiğdem,,Sile,41.15253,29.59066,Entire home/apt,1689,1,0,,,2,364,0,
19844663,Cozy Sea-View Apartments in Büyükçekmece B56,136793587,Hafez,,Buyukcekmece,40.99645,28.60477,Entire home/apt,933,7,8,2019-08-27,0.18,1,0,0,
19845203,Ortakoy Double Room with Bosphorus View,140293906,Enes,,Besiktas,41.05174,29.02472,Private room,408,7,0,,,1,179,0,
19845512,FAÇİBA BUTİK OTEL,63025123,Çiğdem,,Sile,41.15091,29.59067,Private room,370,1,5,2019-01-27,0.09,2,363,0,
19854070,Cihangir'de Merkezi Oda/Room With Great Location,2305884,Elif,,Beyoglu,41.03271,28.98449,Private room,309,1,0,,,1,84,0,
19879845,Oscar house,140684464,Halit,,Kartal,40.89324,29.18174,Private room,309,1,0,,,1,90,0,
19899272,Great location & Lovely place,140899226,Nuran,,Sisli,41.0651,29.01158,Private room,271,1,1,2019-09-07,0.04,1,365,0,
19943721,Cosy Studio,9326429,Mehmet,,Beyoglu,41.03326,28.98615,Entire home/apt,412,9,69,2021-12-01,1.29,2,33,14,
19943949,"Cosy room in Kadikoy, Istanbul",2802930,Hulya,,Kadikoy,40.99655,29.03309,Private room,140,2,9,2019-09-30,0.17,1,349,0,
19956019,Apartment with city view in Beyoğlu 3,12510074,Irem,,Beyoglu,41.03125,28.9711,Entire home/apt,583,2,107,2021-10-17,2.01,18,359,2,
19958077,Boutique Room in Taksim 4 Free wi_fi,141484980,Salih,,Sisli,41.0446,28.98454,Private room,490,2,1,2017-12-10,0.02,5,354,0,
19973663,Bright 2 bedroom apt in the heart of vibrant Bebek,33184844,Merve,,Besiktas,41.08075,29.04371,Entire home/apt,1535,2,2,2017-08-23,0.04,1,84,0,
20002063,FULLY FURNISHED ROOM FOR RENT IN CIHANGIR - TAKSIM,67900153,Huseyin,,Beyoglu,41.03488,28.98792,Private room,250,3,7,2018-06-10,0.13,1,324,0,
20009347,Home is in the heart,78534043,Faro,,Besiktas,41.04716,29.00451,Private room,227,1,1,2018-01-01,0.02,1,364,0,
20019978,Boutique Room in Taksim 5 Free wi_fi,141484980,Salih,,Sisli,41.04287,28.98439,Hotel room,350,2,1,2017-10-08,0.02,5,347,0,
20042985,"FURNISHED LUX FLATS WITH KITCHEN, SWIMMING POOL",47692011,Güneş,,Esenyurt,41.00119,28.69388,Entire home/apt,679,1,7,2021-12-11,0.17,12,360,4,
20062023,Entire Apartment in Hasanpaşa,142571846,Ömer,,Kadikoy,40.995384,29.039242,Entire home/apt,700,6,0,,,1,43,0,
20085728,Fashion Designer's Comfy House in Central,69464439,Onder,,Besiktas,41.06066,29.00233,Private room,927,3,0,,,1,179,0,
20112641,Private Room in Besiktas; Very close to Macka Park,5364479,Eray,,Besiktas,41.04379,28.99681,Private room,258,2,53,2021-05-21,1.09,1,37,1,
20134901,1+0 AĞVA  MERKEZDE APART STÜDYO  GÜNLÜK  KİRALIK,63493147,Hakan,,Sile,41.13605,29.8581,Entire home/apt,315,1,4,2021-09-20,0.83,11,364,4,
20141266,SWEET HOME,12964472,Murat,,Besiktas,41.04863,29.02332,Entire home/apt,638,2,2,2018-07-23,0.04,1,365,0,
20151885,"Perfect location, family home",143373503,Merve,,Eyup,41.04294,28.92937,Entire home/apt,361,1,0,,,1,358,0,
20152953,"cosy room, 12 minutes walk from Taksim square",143385188,Cumââ,,Sisli,41.04461,28.98422,Private room,152,1,1,2018-06-17,0.02,2,359,0,
20159106,PRIVATE DOUBLE ROOM,140179501,Doğan,,Fatih,41.00646,28.97903,Hotel room,671,1,0,,,3,351,0,
20166523,"Lux New Residence ""Lake View with Balcony""",143278390,Arzu,,Esenyurt,41.05659,28.66651,Entire home/apt,671,280,5,2019-04-09,0.10,1,355,0,
20179344,"Cosmopolitan Park ,Sea view, Single Room 101",143658284,Kamil,,Fatih,41.00671,28.98119,Private room,408,1,0,,,13,365,0,
20181165,"Cosmopolitan Park, Sea view, Double Room 201",143658284,Kamil,,Fatih,41.0052,28.98084,Private room,455,1,4,2018-10-29,0.08,13,365,0,
20198730,"Cosmopolitan Park, Triple Room 102, Sea view",143658284,Kamil,,Fatih,41.00543,28.98073,Private room,571,1,1,2018-05-09,0.02,13,365,0,
20199207,"Cosmopolitan Park, Double Room 202,  Sea view",143658284,Kamil,,Fatih,41.00694,28.97943,Private room,443,1,0,,,13,365,0,
20199690,"Cosmopolitan Park Hotel , Sea view, Double room302",143658284,Kamil,,Fatih,41.00558,28.9789,Private room,443,1,0,,,13,365,0,
20199696,"Cosmopolitan Park, Sng/Dbl Room 301,  Sea view",143658284,Kamil,,Fatih,41.00671,28.97896,Private room,443,1,1,2018-04-03,0.02,13,365,0,
20204561,100m from Taksim Square,9779552,Deniz,,Beyoglu,41.03666,28.98262,Private room,700,1,0,,,2,363,0,
20220742,"Cosmopolitan Park, Single Room 104, Land view",143658284,Kamil,,Fatih,41.0068,28.98054,Private room,396,1,0,,,13,365,0,
20220779,Kağıthane Ev,144058581,Kerem,,Kagithane,41.08885,28.97774,Private room,100,3,1,2018-06-04,0.02,1,365,0,
20220990,İstanbul Anadolu yakasında daire,144060878,Arzu,,Kadikoy,40.98755,29.07245,Private room,117,3,4,2019-09-05,0.08,1,243,0,
20221480,"Cosmopolitan Park Hotel,Double  Room 105",143658284,Kamil,,Fatih,41.00697,28.97938,Private room,396,1,0,,,13,365,0,
20237197,Home..not a house,8744883,Asli,,Bakirkoy,40.98135,28.8547,Private room,320,1,0,,,1,59,0,
20238356,"Nice View + Comfy, Quiet & Clean in Taksim",17973186,Seren,,Beyoglu,41.03523,28.9926,Private room,400,1,23,2021-12-28,0.43,2,258,13,
20265883,Yalıköy Aile Pansiyonu,144435799,Alican,,Catalca,41.47958,28.299225,Entire home/apt,380,1,4,2021-11-14,0.18,2,363,2,
20268468,"furnished, light room, 3. Floor, , safety, calm",102955217,Mehmet,,Sisli,41.05925,28.97276,Private room,155,3,11,2020-01-11,0.27,4,365,0,
20273039,"Cosmopolitan Park Hotel, Land View, Twin Room 204",143658284,Kamil,,Fatih,41.00496,28.98097,Private room,431,1,1,2018-07-04,0.02,13,365,0,
20273694,"Cosmopolitan Park Hotel, Land View, DoubleRoom 305",143658284,Kamil,,Fatih,41.00501,28.9794,Private room,408,1,0,,,13,365,0,
20274001,Top floor  Sea View sng or dbl  Room 401,143658284,Kamil,,Fatih,41.00587,28.97903,Private room,501,1,0,,,13,364,0,
20275354,İstanbul un kalbi sisli. Center of istanbul sisli,118695718,Ipek,,Sisli,41.0545,28.98121,Private room,308,2,1,2017-08-25,0.02,1,87,0,
20302693,Bahçeşehir boğazköy,144814049,Adeviye,,Basaksehir,41.08335,28.66946,Private room,60,6,0,,,1,90,0,
20318320,NEW SUITS APARTMENT LUXURY AND COMFORTABLE,47692011,Güneş,,Avcilar,41.00207,28.70514,Entire home/apt,571,1,4,2021-09-21,0.09,12,353,1,
20322400,Chillout,140566627,Diclé,,Kadikoy,40.98407,29.02844,Entire home/apt,660,2,32,2020-10-18,0.62,1,365,0,
20330282,5 min walk to Taksim in Cihangir -  Clean&safe,7311264,Meric,,Beyoglu,41.03245,28.98773,Entire home/apt,328,2,23,2021-11-01,0.44,1,166,16,
20336618,Cozy Flat in Bomonti,145097294,Nisan,,Sisli,41.05093,28.98011,Private room,150,1,0,,,1,179,0,
20358822,Cozy and Comfy Room,18451324,Gülşah,,Besiktas,41.04826,29.00127,Private room,140,5,4,2020-10-25,0.08,1,363,0,
20385334,Beylikdüzü tüyap günlük kiralık daire ucuz apart,145363377,Yasin,,Esenyurt,41.0255,28.62715,Private room,384,1,0,,,1,365,0,
20405027,Bosphorus Ultimatum,145508855,Fırat,,Sariyer,41.12208,29.06937,Entire home/apt,900,360,0,,,1,365,0,
20413898,Private Rooms for International Students @Istanbul,106104378,Erasmus_biz,,Sisli,41.04662,28.9868,Private room,175,5,0,,,3,363,0,
20417467,studio space with a hip rooftop (w/balcony),4392731,Emrah,,Beyoglu,41.03427,28.97769,Entire home/apt,1041,5,113,2021-11-29,2.32,8,356,18,
20429609,Relax place,127381852,Erdi,,Kucukcekmece,41.01926,28.77061,Shared room,258,3,0,,,2,89,0,
20444078,"Private Room near Cevahir Mall, Sisli",1438915,Seckin,,Sisli,41.0622,28.99224,Private room,750,300,0,,,1,364,0,
20445753,Bright and peaceful terrace in Kadıköy / Moda,17489658,Emre,,Kadikoy,40.98335,29.03026,Entire home/apt,351,3,2,2021-06-10,0.29,2,273,2,
20445980,Ağva Ayşe Hanım Guesthouse 1,145930913,Sinan,,Sile,41.13497,29.85664,Private room,409,1,2,2017-09-24,0.04,3,0,0,
20447226,Ağva Ayşe Hanım Guesthouse 2,145930913,Sinan,,Sile,41.13572,29.8552,Private room,232,1,3,2019-11-24,0.06,3,0,0,
20447512,Ağva Ayşe Hanım Guesthouse 3,145930913,Sinan,,Sile,41.13513,29.85467,Private room,309,1,4,2018-11-03,0.09,3,0,0,
20451434,Stylish Flat&Rooftop Terrace with Panoramic View,8543072,Akif,,Beyoglu,41.02589,28.97593,Entire home/apt,869,3,170,2021-12-10,3.28,8,358,35,
20462020,Clean room in the city center,106731581,Nilüfer,,Maltepe,40.94922,29.1083,Private room,155,3,0,,,1,362,0,
20462823,JASMINE APART WITH BALCONY (1 -5 PEOPLE) & KITCHEN,146088852,Erdal,,Fatih,41.00478,28.96954,Entire home/apt,788,2,34,2021-09-26,0.65,11,357,1,
20468049,Safe&Clean -  Istanbul's best view room,5332734,Ekin,,Kadikoy,40.98741,29.04261,Private room,250,2,0,,,1,88,0,
20491513,Full sea wiev,146090442,Mehmet,,Fatih,41.00377,28.97587,Entire home/apt,1236,1,3,2018-01-03,0.06,1,365,0,
20521047,Nişantaşı apartment - centrally located,55803245,Melis,,Sisli,41.05634,28.99283,Entire home/apt,676,2,13,2021-10-03,0.25,1,177,3,
20521666,JASMINE APART & SUITES WITH KITCHEN UP TO 5 PEOPLE,146088852,Erdal,,Fatih,41.00446,28.9682,Entire home/apt,758,2,13,2021-10-20,0.27,11,360,3,
20530953,Purple sweet house in Kadıköy,145602774,Seda Nur,,Kadikoy,40.99248,29.03111,Entire home/apt,475,2,32,2021-11-07,0.61,1,88,2,
20535001,Central room in Besiktas,43831336,Bora,,Besiktas,41.04678,29.0051,Private room,187,3,27,2021-10-29,0.52,1,361,5,
20535371,Room at Artsy Comfort Studio Flat At Taksim,7952242,Evrensel,,Beyoglu,41.03736,28.98235,Private room,292,10,1,2021-12-27,1,1,362,1,
20550922,Elsiyum Art Ofton Project Residence apartment,3375585,Yagmur,,Sisli,41.06115,28.98361,Entire home/apt,1030,15,0,,,1,364,0,
20554399,Desing rooms  Istiklal street taksim,8632056,Metin,,Beyoglu,41.03394,28.97558,Entire home/apt,641,1,13,2020-11-29,0.28,2,361,0,
20561864,Taksim Huge Apartment,7420241,Serdar,,Beyoglu,41.03586,28.97273,Entire home/apt,873,3,67,2021-12-06,1.27,9,362,9,
20581361,Bosphorus View Cozy Room,147032624,Ege,,Besiktas,41.04475,29.00818,Private room,309,1,0,,,1,364,0,
20587101,JASMINE APART & SUITE FOR 5 PEOPLE WITH KITCHEN,146088852,Erdal,,Fatih,41.00627,28.96967,Entire home/apt,825,2,24,2021-11-16,0.49,11,355,13,
20589712,Beautiful Bosphorus View in Cihangir,49252012,Ozge,,Beyoglu,41.03202,28.98755,Entire home/apt,850,4,28,2021-11-08,0.53,1,72,3,
20594136,NEW! Nice and peaceful room in Oyaksitesi,7971582,İlke,,Sisli,41.11024,28.99695,Private room,150,1,0,,,1,363,0,
20599822,7 Bedroom Spa Pool Lift Private Villa Bosphorus,76606911,Cengiz,,Sariyer,41.10575,29.04676,Entire home/apt,20923,1,1,2021-12-28,1,25,364,1,
20600176,4BR Top Of Sariyer Big Garden Villa,76606911,Cengiz,,Sariyer,41.17621,29.06584,Entire home/apt,7794,5,0,,,25,365,0,
20600399,1BR SEA FRONT APARTMENT,76606911,Cengiz,,Besiktas,41.06791,29.04114,Entire home/apt,3080,1,0,,,25,365,0,
20636954,Dublex dairenin çatı katı,147548007,Arto,,Sariyer,41.19485,29.05352,Private room,282,7,0,,,1,362,0,
20665409,.,84933415,Volkan,,Esenyurt,41.01816,28.67495,Private room,621,1,0,,,3,362,0,
20670469,Close destination to everywhere,137807406,Onur,,Bakirkoy,40.98807,28.87748,Private room,320,3,0,,,1,87,0,
20678808,7 min to Mecidiyeköy Square/Trump mall by walking,147972628,Anıl,,Sisli,41.07357,28.99268,Entire home/apt,250,1,1,2021-08-21,0.23,1,0,1,
20699265,Residence for erasmus students with gym and pool,64235133,Erdem,,Kagithane,41.08752,28.97288,Private room,11661,30,1,2018-06-08,0.02,1,179,0,
20701559,Venue Hotel Old City,148182657,Ozan,,Fatih,41.0156,28.97533,Private room,443,1,8,2021-12-02,0.18,5,361,3,
20702503,Family Room in Sirkeci Eminonu,148182657,Ozan,,Fatih,41.01627,28.97552,Private room,933,1,0,,,5,173,0,
20702686,Triple Room in Sirkeci Eminönü,148182657,Ozan,,Fatih,41.01595,28.9751,Private room,816,1,0,,,5,356,0,
20703610,Double Room in Sirkeci Eminönü,148182657,Ozan,,Fatih,41.01396,28.97463,Private room,583,1,4,2020-02-15,0.10,5,364,0,
20719798,"Comfortable Room in Libadiye , Uskudar",148358592,Lale Nevin,,Uskudar,41.01011,29.07723,Private room,200,1,4,2018-09-16,0.08,1,1,0,
20737864,studio space with a hip rooftop (entrance floor),4392731,Emrah,,Beyoglu,41.03424,28.97771,Entire home/apt,743,3,115,2021-12-05,2.25,8,348,12,
20744941,Near Metro-Rental room in Levent,17557525,Sibel,,Besiktas,41.08929,29.02217,Shared room,412,6,0,,,1,84,0,
20755043,Private Garden Unit in the Heart of Old Town,33633665,Onur,,Fatih,41.00483,28.98105,Private room,1399,1,5,2020-02-09,0.10,11,358,0,
20770324,GEDİKPASA KONAĞI ( BEETWEN 40 OR 50 PEOPLE ),148393842,Muro,,Fatih,41.00657,28.96689,Private room,2887,7,0,,,10,363,0,
20770612,LARGE FAMİLY ROOM WİTH BALCONY,148393842,Muro,,Fatih,41.00652,28.96683,Private room,885,7,1,2018-09-23,0.03,10,363,0,
20784335,haramidere metrobüs /opposite haramidere metrobus,84972136,Bahadir,,Beylikduzu,41.00313,28.67119,Private room,200,1,2,2018-09-23,0.04,1,365,0,
20791213,LARGE DOUBLE ROOM,148393842,Muro,,Fatih,41.00647,28.96689,Private room,541,7,15,2021-08-12,0.29,10,363,2,
20792536,istanbul. üsküdar..cok güzel manzarali daire..,149048434,Sühendan,,Uskudar,41.02388,29.01365,Entire home/apt,368,7,7,2021-12-09,0.15,1,343,3,
20792560,SUİTE ROOM  WİTH TERRACE AND SEA VİEW,148393842,Muro,,Fatih,41.00651,28.96687,Entire home/apt,514,7,21,2021-10-23,0.42,10,363,5,
20798951,A room for a housemate (only women),41728459,İlknur,,Besiktas,41.05319,29.02392,Private room,327,1,0,,,1,89,0,
20799480,"Your humble, bumble house in Kosuyolu!",9734205,Oğuzhan,,Uskudar,41.0133,29.03789,Private room,175,1,0,,,1,178,0,
20810397,"Clean & Comfy, Every Amenity, Terrace & Parking",127953329,Onur,,Besiktas,41.06191,29.0026,Entire home/apt,816,10,17,2019-06-18,0.41,1,361,0,
20823996,nice room :),74430251,Anıl,,Bahcelievler,40.99933,28.85602,Private room,350,1,0,,,1,90,0,
20852481,Comfotable room near mecidiyeköy and beşiktaş,35458699,Merve,,Besiktas,41.05951,29.00113,Private room,350,7,0,,,1,180,0,
20855954,Cozy Room in the center of Istanbul,144397555,Mehmet Ege,,Sisli,41.0479,28.98235,Private room,118,2,1,2017-09-13,0.02,1,364,0,
20858546,Unique Penthouse/Stunning Istanbul view/Best Loc.,97511378,Ugurcan,,Beyoglu,41.03393,28.98563,Entire home/apt,1821,2,81,2021-12-26,1.60,1,348,21,
20865363,Twin Room,105932424,Mehmet,,Fatih,41.00835,28.9775,Private room,1313,1,3,2020-10-31,0.11,7,365,0,
20867099,STUDIO APARTMENT,15748213,Hasan,,Beyoglu,41.03316,28.98735,Private room,758,2,3,2019-08-24,0.07,3,347,0,
20873062,Merkezi konum. Rahat Ortam,149042299,Cevat,,Bahcelievler,41.00066,28.85504,Private room,160,2,0,,,2,1,0,
20878065,Cozy Apartment in Etiler with a Private Garden,13290994,Güngör,,Besiktas,41.08639,29.03516,Entire home/apt,1114,2,29,2021-12-10,0.57,1,172,4,
20900620,RODİN HOSTEL,142411244,Rodin,,Beyoglu,41.03404,28.98373,Hotel room,280,1,6,2021-11-19,1.31,8,90,6,
20907166,centrally located luxury apartment,150231111,Tutku,,Sisli,41.05904,28.99067,Entire home/apt,200,3,38,2020-03-08,0.74,1,266,0,
20908016,New and Comfortable Home  in İstanbul🏡,149617030,Mehmet,,Bagcilar,41.02107,28.8201,Entire home/apt,283,29,39,2021-11-26,0.86,3,355,6,
20939002,studio space with a hip rooftop (w/alcove),4392731,Emrah,,Beyoglu,41.03422,28.97567,Entire home/apt,1103,5,145,2021-11-20,2.98,8,336,17,
20950545,SERRA STUDİO ÜSKÜDAR,55242398,Serra Boutique,,Uskudar,41.02316,29.01915,Private room,536,1,0,,,2,365,0,
20964078,Suadiye bağdat caddesine 4. Bina,150804559,Şansın,,Kadikoy,40.96021,29.08659,Entire home/apt,300,365,0,,,1,363,0,
20975282,**Lovely big red-home nearby Bağdat Street,150925994,Merve,,Kadikoy,40.95999,29.09347,Private room,750,1,1,2017-10-06,0.02,1,358,0,
20975684,Manzaralı ve her yere ulaşımı rahat bir ev,150929915,Beyhan,,Kadikoy,40.9522,29.09193,Private room,350,2,0,,,1,91,0,
20987306,"Boutique Room in Taksim 2, Free wi_fi
Grandfloor",141484980,Salih,,Sisli,41.04292,28.98599,Private room,327,10,1,2018-04-13,0.02,5,365,0,
21006116,2 bedroom + 1 living room new furnished cozy flat,125564468,Mustafa,,Kagithane,41.07096,28.97686,Entire home/apt,450,2,10,2019-08-17,0.20,1,362,0,
21006808,Taksim Tünel,135398780,Özlem,,Beyoglu,41.02962,28.97816,Entire home/apt,321,1,1,2017-12-23,0.02,2,84,0,
21016922,Résidence,72871895,Devrim,,Maltepe,40.95402,29.1687,Entire home/apt,1630,7,0,,,2,365,0,
21047977,"Luxurious furnished apartment in Delta,  Esenyurt",134831380,Mohammed,,Esenyurt,41.00849,28.66915,Entire home/apt,618,14,0,,,1,179,0,
